doc_key,name,condition,field,extracted,truth,status,abs_error,rel_error
NCT02732119_Prot_000,,no_skill,brief_title,"TRINITI-1: A Phase I/II, single arm, open-label study of Ribociclib in Combination with Everolimus + Exemestane in the Treatment of Men and Postmenopausal Women with HR+, HER2- Locally Advanced or Metastatic Breast Cancer Following Progression on a CDK 4/6 Inhibitor",Study of Ribociclib With Everolimus + Exemestane in HR+ HER2- Locally Advanced/Metastatic Breast Cancer Post Progression on CDK 4/6 Inhibitor.,wrong,,
NCT02732119_Prot_000,,no_skill,official_title,"A Phase I/II, single arm, open-label study of Ribociclib in Combination with Everolimus + Exemestane in the Treatment of Men and Postmenopausal Women with HR+, HER2 Negative Locally Advanced or Metastatic Breast Cancer Following Progression on a CDK 4/6 Inhibitor","A Phase I/II, Single Arm, Open-label Study of Ribociclib in Combination With Everolimus + Exemestane in the Treatment of Men and Postmenopausal Women With HR+, HER2- Locally Advanced or Metastatic Breast Cancer Following Progression on a CDK 4/6 Inhibitor",na,,
NCT02732119_Prot_000,,no_skill,sponsor,Novartis,Novartis Pharmaceuticals,wrong,,
NCT02732119_Prot_000,,no_skill,study_type,INTERVENTIONAL,INTERVENTIONAL,correct,,
NCT02732119_Prot_000,,no_skill,phase,PHASE1|PHASE2,PHASE1|PHASE2,correct,,
NCT02732119_Prot_000,,no_skill,allocation,NON_RANDOMIZED,NON_RANDOMIZED,correct,,
NCT02732119_Prot_000,,no_skill,masking,NONE,NONE,correct,,
NCT02732119_Prot_000,,no_skill,intervention_model,SINGLE_GROUP,SINGLE_GROUP,correct,,
NCT02732119_Prot_000,,no_skill,enrollment_count,90,104,wrong,14.0,0.1346153846153846
NCT02732119_Prot_000,,no_skill,start_date,,2016-06-14,na,,
NCT02732119_Prot_000,,no_skill,primary_completion_date,,2020-02-25,na,,
NCT02732119_Prot_000,,no_skill,completion_date,,2020-02-25,na,,
NCT02732119_Prot_000,,no_skill,minimum_age,18 Years,18 Years,correct,,
NCT02732119_Prot_000,,no_skill,maximum_age,N/A,,na,,
NCT02732119_Prot_000,,no_skill,sex,ALL,ALL,correct,,
NCT02732119_Prot_000,,no_skill,healthy_volunteers,False,False,correct,,
NCT02732119_Prot_000,,no_skill,primary_outcome_measure,Clinical Benefit Rate (CBR) at 24 weeks,Participants With Dose Limiting Toxicities by Preferred Term in Cycle 1 (28 Days) - in Phase I,na,,
NCT02732119_Prot_000,,no_skill,primary_outcome_time_frame,24 weeks,Baseline up to 28 days,na,,
NCT02732119_Prot_000,,no_skill,overall_status,,COMPLETED,na,,
NCT02644967_Prot_000,,with_skill,nct_id,,NCT02644967,missing,,
NCT02644967_Prot_000,,with_skill,brief_title,,A Phase 2 Study to Assess the Safety and Efficacy of IMO-2125 With 8 mg Ipilimumab in Patients With Metastatic Melanoma,missing,,
NCT02644967_Prot_000,,with_skill,official_title,,A Phase 1/2 Study to Assess the Safety and Efficacy of Intratumoral IMO-2125 in Combination With Ipilimumab or Pembrolizumab in Patients With Metastatic Melanoma (ILLUMINATE-204),na,,
NCT02644967_Prot_000,,with_skill,sponsor,,"Idera Pharmaceuticals, Inc.",missing,,
NCT02644967_Prot_000,,with_skill,study_type,,INTERVENTIONAL,missing,,
NCT02644967_Prot_000,,with_skill,phase,,PHASE2,missing,,
NCT02644967_Prot_000,,with_skill,allocation,,NA,missing,,
NCT02644967_Prot_000,,with_skill,masking,,NONE,missing,,
NCT02644967_Prot_000,,with_skill,intervention_model,,SINGLE_GROUP,missing,,
NCT02644967_Prot_000,,with_skill,enrollment_count,,53,missing,,
NCT02644967_Prot_000,,with_skill,start_date,,2015-12-01,na,,
NCT02644967_Prot_000,,with_skill,primary_completion_date,,2020-02-01,na,,
NCT02644967_Prot_000,,with_skill,completion_date,,2021-05-01,na,,
NCT02644967_Prot_000,,with_skill,minimum_age,,18 Years,missing,,
NCT02644967_Prot_000,,with_skill,maximum_age,,,na,,
NCT02644967_Prot_000,,with_skill,sex,,ALL,missing,,
NCT02644967_Prot_000,,with_skill,healthy_volunteers,,False,missing,,
NCT02644967_Prot_000,,with_skill,primary_outcome_measure,,Phase 2: Number of Participants With Objective Response Rate (ORR) Using RECIST v1.1,na,,
NCT02644967_Prot_000,,with_skill,primary_outcome_time_frame,,"33 weeks (29 weeks of treatment, 4 weeks follow up)",na,,
NCT02644967_Prot_000,,with_skill,overall_status,,COMPLETED,na,,
NCT02644967_Prot_000,,no_skill,nct_id,NCT02644967,NCT02644967,correct,,
NCT02644967_Prot_000,,no_skill,brief_title,A Phase 1/2 Study to Assess the Safety and Efficacy of Intratumoral IMO-2125 in Combination with Ipilimumab or Pembrolizumab in Patients with Metastatic Melanoma,A Phase 2 Study to Assess the Safety and Efficacy of IMO-2125 With 8 mg Ipilimumab in Patients With Metastatic Melanoma,wrong,,
NCT02644967_Prot_000,,no_skill,official_title,A Phase 1/2 Study to Assess the Safety and Efficacy of Intratumoral IMO-2125 in Combination with Ipilimumab or Pembrolizumab in Patients with Metastatic Melanoma,A Phase 1/2 Study to Assess the Safety and Efficacy of Intratumoral IMO-2125 in Combination With Ipilimumab or Pembrolizumab in Patients With Metastatic Melanoma (ILLUMINATE-204),na,,
NCT02644967_Prot_000,,no_skill,sponsor,"Idera Pharmaceuticals, Inc.","Idera Pharmaceuticals, Inc.",correct,,
NCT02644967_Prot_000,,no_skill,study_type,INTERVENTIONAL,INTERVENTIONAL,correct,,
NCT02644967_Prot_000,,no_skill,phase,PHASE1|PHASE2,PHASE2,wrong,,
NCT02644967_Prot_000,,no_skill,allocation,NON_RANDOMIZED,NA,wrong,,
NCT02644967_Prot_000,,no_skill,masking,NONE,NONE,correct,,
NCT02644967_Prot_000,,no_skill,intervention_model,PARALLEL,SINGLE_GROUP,wrong,,
NCT02644967_Prot_000,,no_skill,enrollment_count,100,53,wrong,47.0,0.8867924528301887
NCT02644967_Prot_000,,no_skill,start_date,,2015-12-01,na,,
NCT02644967_Prot_000,,no_skill,primary_completion_date,,2020-02-01,na,,
NCT02644967_Prot_000,,no_skill,completion_date,,2021-05-01,na,,
NCT02644967_Prot_000,,no_skill,minimum_age,18 Years,18 Years,correct,,
NCT02644967_Prot_000,,no_skill,maximum_age,N/A,,na,,
NCT02644967_Prot_000,,no_skill,sex,ALL,ALL,correct,,
NCT02644967_Prot_000,,no_skill,healthy_volunteers,False,False,correct,,
NCT02644967_Prot_000,,no_skill,primary_outcome_measure,Objective response rate (ORR) assessed by the Investigator using RECIST v1.1,Phase 2: Number of Participants With Objective Response Rate (ORR) Using RECIST v1.1,na,,
NCT02644967_Prot_000,,no_skill,primary_outcome_time_frame,,"33 weeks (29 weeks of treatment, 4 weeks follow up)",na,,
NCT02644967_Prot_000,,no_skill,overall_status,,COMPLETED,na,,
NCT02807844_Prot_000,,with_skill,nct_id,,NCT02807844,missing,,
NCT02807844_Prot_000,,with_skill,brief_title,,Phase Ib/II Study of MCS110 in Combination With PDR001 in Patients With Advanced Malignancies,missing,,
NCT02807844_Prot_000,,with_skill,official_title,,"A Phase Ib/II, Open Label, Multicenter Study of MCS110 in Combination With PDR001 in Patients With Advanced Malignancies",na,,
NCT02807844_Prot_000,,with_skill,sponsor,,Novartis Pharmaceuticals,missing,,
NCT02807844_Prot_000,,with_skill,study_type,,INTERVENTIONAL,missing,,
NCT02807844_Prot_000,,with_skill,phase,,PHASE1|PHASE2,missing,,
NCT02807844_Prot_000,,with_skill,allocation,,NON_RANDOMIZED,missing,,
NCT02807844_Prot_000,,with_skill,masking,,NONE,missing,,
NCT02807844_Prot_000,,with_skill,intervention_model,,PARALLEL,missing,,
NCT02807844_Prot_000,,with_skill,enrollment_count,,141,missing,,
NCT02807844_Prot_000,,with_skill,start_date,,2016-06-29,na,,
NCT02807844_Prot_000,,with_skill,primary_completion_date,,2020-06-04,na,,
NCT02807844_Prot_000,,with_skill,completion_date,,2020-06-04,na,,
NCT02807844_Prot_000,,with_skill,minimum_age,,18 Years,missing,,
NCT02807844_Prot_000,,with_skill,maximum_age,,,na,,
NCT02807844_Prot_000,,with_skill,sex,,ALL,missing,,
NCT02807844_Prot_000,,with_skill,healthy_volunteers,,False,missing,,
NCT02807844_Prot_000,,with_skill,primary_outcome_measure,,"Phase Ib: Percentage of Participants With Adverse Events, as a Measure of Safety",na,,
NCT02807844_Prot_000,,with_skill,primary_outcome_time_frame,,From start of treatment to a maximum timeframe of 116.4 weeks for phase Ib,na,,
NCT02807844_Prot_000,,with_skill,overall_status,,COMPLETED,na,,
NCT02807844_Prot_000,,no_skill,nct_id,NCT02807844,NCT02807844,correct,,
NCT02807844_Prot_000,,no_skill,brief_title,Phase Ib/II study of MCS110 in combination with PDR001 in patients with advanced malignancies,Phase Ib/II Study of MCS110 in Combination With PDR001 in Patients With Advanced Malignancies,wrong,,
NCT02807844_Prot_000,,no_skill,official_title,"A Phase Ib/II, open label, multicenter study of MCS110 in combination with PDR001 in patients with advanced malignancies","A Phase Ib/II, Open Label, Multicenter Study of MCS110 in Combination With PDR001 in Patients With Advanced Malignancies",na,,
NCT02807844_Prot_000,,no_skill,sponsor,Novartis,Novartis Pharmaceuticals,wrong,,
NCT02807844_Prot_000,,no_skill,study_type,INTERVENTIONAL,INTERVENTIONAL,correct,,
NCT02807844_Prot_000,,no_skill,phase,PHASE1|PHASE2,PHASE1|PHASE2,correct,,
NCT02807844_Prot_000,,no_skill,allocation,NON_RANDOMIZED,NON_RANDOMIZED,correct,,
NCT02807844_Prot_000,,no_skill,masking,NONE,NONE,correct,,
NCT02807844_Prot_000,,no_skill,intervention_model,PARALLEL,PARALLEL,correct,,
NCT02807844_Prot_000,,no_skill,enrollment_count,141,141,correct,0.0,0.0
NCT02807844_Prot_000,,no_skill,start_date,2016-06-29,2016-06-29,na,,
NCT02807844_Prot_000,,no_skill,primary_completion_date,,2020-06-04,na,,
NCT02807844_Prot_000,,no_skill,completion_date,,2020-06-04,na,,
NCT02807844_Prot_000,,no_skill,minimum_age,18 Years,18 Years,correct,,
NCT02807844_Prot_000,,no_skill,maximum_age,N/A,,na,,
NCT02807844_Prot_000,,no_skill,sex,ALL,ALL,correct,,
NCT02807844_Prot_000,,no_skill,healthy_volunteers,False,False,correct,,
NCT02807844_Prot_000,,no_skill,primary_outcome_measure,Overall response rate (ORR) per Response Evaluation Criteria in Solid Tumors (RECIST v1.1),"Phase Ib: Percentage of Participants With Adverse Events, as a Measure of Safety",na,,
NCT02807844_Prot_000,,no_skill,primary_outcome_time_frame,,From start of treatment to a maximum timeframe of 116.4 weeks for phase Ib,na,,
NCT02807844_Prot_000,,no_skill,overall_status,,COMPLETED,na,,
NCT02855944_Prot_000,,with_skill,nct_id,,NCT02855944,missing,,
NCT02855944_Prot_000,,with_skill,brief_title,,"ARIEL4: A Study of Rucaparib Versus Chemotherapy BRCA Mutant Ovarian, Fallopian Tube, or Primary Peritoneal Cancer Patients",missing,,
NCT02855944_Prot_000,,with_skill,official_title,,"ARIEL4 (Assessment of Rucaparib In Ovarian CancEr TriaL): A Phase 3 Multicenter, Randomized Study of Rucaparib Versus Chemotherapy in Patients With Relapsed, BRCA Mutant, High Grade Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",na,,
NCT02855944_Prot_000,,with_skill,sponsor,,pharmaand GmbH,missing,,
NCT02855944_Prot_000,,with_skill,study_type,,INTERVENTIONAL,missing,,
NCT02855944_Prot_000,,with_skill,phase,,PHASE3,missing,,
NCT02855944_Prot_000,,with_skill,allocation,,RANDOMIZED,missing,,
NCT02855944_Prot_000,,with_skill,masking,,NONE,missing,,
NCT02855944_Prot_000,,with_skill,intervention_model,,PARALLEL,missing,,
NCT02855944_Prot_000,,with_skill,enrollment_count,,349,missing,,
NCT02855944_Prot_000,,with_skill,start_date,,2017-03-01,na,,
NCT02855944_Prot_000,,with_skill,primary_completion_date,,2020-12-03,na,,
NCT02855944_Prot_000,,with_skill,completion_date,,2022-09-16,na,,
NCT02855944_Prot_000,,with_skill,minimum_age,,18 Years,missing,,
NCT02855944_Prot_000,,with_skill,maximum_age,,,na,,
NCT02855944_Prot_000,,with_skill,sex,,FEMALE,missing,,
NCT02855944_Prot_000,,with_skill,healthy_volunteers,,False,missing,,
NCT02855944_Prot_000,,with_skill,primary_outcome_measure,,Investigator Assessed Progression-Free Survival (invPFS) by RECIST Version 1.1 for Rucaparib Versus Chemotherapy (Efficacy Population),na,,
NCT02855944_Prot_000,,with_skill,primary_outcome_time_frame,,"Assessments every 8 weeks from Cycle 1 Day 1 (C1D1) until disease progression, death, or initiation of subsequent treatment. After 18 months on study, assessments every 16 weeks. Total follow-up was up to approximately 3.5 years.",na,,
NCT02855944_Prot_000,,with_skill,overall_status,,COMPLETED,na,,
NCT02855944_Prot_000,,no_skill,nct_id,NCT02855944,NCT02855944,correct,,
NCT02855944_Prot_000,,no_skill,brief_title,"ARIEL4 (Assessment of Rucaparib In Ovarian CancEr TriaL): A Phase 3 Multicenter, Randomized Study of Rucaparib versus Chemotherapy in Patients with Relapsed, BRCA-Mutant, High-Grade Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","ARIEL4: A Study of Rucaparib Versus Chemotherapy BRCA Mutant Ovarian, Fallopian Tube, or Primary Peritoneal Cancer Patients",wrong,,
NCT02855944_Prot_000,,no_skill,official_title,"ARIEL4 (Assessment of Rucaparib In Ovarian CancEr TriaL): A Phase 3 Multicenter, Randomized Study of Rucaparib versus Chemotherapy in Patients with Relapsed, BRCA-Mutant, High-Grade Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","ARIEL4 (Assessment of Rucaparib In Ovarian CancEr TriaL): A Phase 3 Multicenter, Randomized Study of Rucaparib Versus Chemotherapy in Patients With Relapsed, BRCA Mutant, High Grade Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",na,,
NCT02855944_Prot_000,,no_skill,sponsor,"Clovis Oncology, Inc.",pharmaand GmbH,wrong,,
NCT02855944_Prot_000,,no_skill,study_type,INTERVENTIONAL,INTERVENTIONAL,correct,,
NCT02855944_Prot_000,,no_skill,phase,PHASE3,PHASE3,correct,,
NCT02855944_Prot_000,,no_skill,allocation,RANDOMIZED,RANDOMIZED,correct,,
NCT02855944_Prot_000,,no_skill,masking,NONE,NONE,correct,,
NCT02855944_Prot_000,,no_skill,intervention_model,PARALLEL,PARALLEL,correct,,
NCT02855944_Prot_000,,no_skill,enrollment_count,345,349,wrong,4.0,0.011461318051575931
NCT02855944_Prot_000,,no_skill,start_date,,2017-03-01,na,,
NCT02855944_Prot_000,,no_skill,primary_completion_date,,2020-12-03,na,,
NCT02855944_Prot_000,,no_skill,completion_date,,2022-09-16,na,,
NCT02855944_Prot_000,,no_skill,minimum_age,18 Years,18 Years,correct,,
NCT02855944_Prot_000,,no_skill,maximum_age,N/A,,na,,
NCT02855944_Prot_000,,no_skill,sex,FEMALE,FEMALE,correct,,
NCT02855944_Prot_000,,no_skill,healthy_volunteers,False,False,correct,,
NCT02855944_Prot_000,,no_skill,primary_outcome_measure,Investigator-assessed progression-free survival (invPFS) by RECIST Version 1.1,Investigator Assessed Progression-Free Survival (invPFS) by RECIST Version 1.1 for Rucaparib Versus Chemotherapy (Efficacy Population),na,,
NCT02855944_Prot_000,,no_skill,primary_outcome_time_frame,,"Assessments every 8 weeks from Cycle 1 Day 1 (C1D1) until disease progression, death, or initiation of subsequent treatment. After 18 months on study, assessments every 16 weeks. Total follow-up was up to approximately 3.5 years.",na,,
NCT02855944_Prot_000,,no_skill,overall_status,,COMPLETED,na,,
NCT02744534_Prot_SAP_000,,with_skill,nct_id,,NCT02744534,missing,,
NCT02744534_Prot_SAP_000,,with_skill,brief_title,,Targeted Fusion Biopsy of the Prostate,missing,,
NCT02744534_Prot_SAP_000,,with_skill,official_title,,Targeted Fusion Biopsy of the Prostate,na,,
NCT02744534_Prot_SAP_000,,with_skill,sponsor,,Emory University,missing,,
NCT02744534_Prot_SAP_000,,with_skill,study_type,,INTERVENTIONAL,missing,,
NCT02744534_Prot_SAP_000,,with_skill,phase,,PHASE2,missing,,
NCT02744534_Prot_SAP_000,,with_skill,allocation,,NON_RANDOMIZED,missing,,
NCT02744534_Prot_SAP_000,,with_skill,masking,,NONE,missing,,
NCT02744534_Prot_SAP_000,,with_skill,intervention_model,,PARALLEL,missing,,
NCT02744534_Prot_SAP_000,,with_skill,enrollment_count,,21,missing,,
NCT02744534_Prot_SAP_000,,with_skill,start_date,,2015-11-01,na,,
NCT02744534_Prot_SAP_000,,with_skill,primary_completion_date,,2018-03-31,na,,
NCT02744534_Prot_SAP_000,,with_skill,completion_date,,2018-03-31,na,,
NCT02744534_Prot_SAP_000,,with_skill,minimum_age,,18 Years,missing,,
NCT02744534_Prot_SAP_000,,with_skill,maximum_age,,,na,,
NCT02744534_Prot_SAP_000,,with_skill,sex,,MALE,missing,,
NCT02744534_Prot_SAP_000,,with_skill,healthy_volunteers,,False,missing,,
NCT02744534_Prot_SAP_000,,with_skill,primary_outcome_measure,,Percentage of Cores Positive for Cancer,na,,
NCT02744534_Prot_SAP_000,,with_skill,primary_outcome_time_frame,,Two weeks,na,,
NCT02744534_Prot_SAP_000,,with_skill,overall_status,,COMPLETED,na,,
NCT02744534_Prot_SAP_000,,no_skill,nct_id,NCT02744534,NCT02744534,correct,,
NCT02744534_Prot_SAP_000,,no_skill,brief_title,Targeted Fusion Biopsy of the Prostate,Targeted Fusion Biopsy of the Prostate,correct,,
NCT02744534_Prot_SAP_000,,no_skill,official_title,Targeted Fusion Biopsy of the Prostate,Targeted Fusion Biopsy of the Prostate,na,,
NCT02744534_Prot_SAP_000,,no_skill,sponsor,Emory University,Emory University,correct,,
NCT02744534_Prot_SAP_000,,no_skill,study_type,INTERVENTIONAL,INTERVENTIONAL,correct,,
NCT02744534_Prot_SAP_000,,no_skill,phase,NA,PHASE2,wrong,,
NCT02744534_Prot_SAP_000,,no_skill,allocation,NON_RANDOMIZED,NON_RANDOMIZED,correct,,
NCT02744534_Prot_SAP_000,,no_skill,masking,NONE,NONE,correct,,
NCT02744534_Prot_SAP_000,,no_skill,intervention_model,SINGLE_GROUP,PARALLEL,wrong,,
NCT02744534_Prot_SAP_000,,no_skill,enrollment_count,36,21,wrong,15.0,0.7142857142857143
NCT02744534_Prot_SAP_000,,no_skill,start_date,,2015-11-01,na,,
NCT02744534_Prot_SAP_000,,no_skill,primary_completion_date,,2018-03-31,na,,
NCT02744534_Prot_SAP_000,,no_skill,completion_date,,2018-03-31,na,,
NCT02744534_Prot_SAP_000,,no_skill,minimum_age,18 Years,18 Years,correct,,
NCT02744534_Prot_SAP_000,,no_skill,maximum_age,N/A,,na,,
NCT02744534_Prot_SAP_000,,no_skill,sex,MALE,MALE,correct,,
NCT02744534_Prot_SAP_000,,no_skill,healthy_volunteers,False,False,correct,,
NCT02744534_Prot_SAP_000,,no_skill,primary_outcome_measure,Cancer detection rate per core comparing PET/ultrasound fusion targeted biopsy versus standard 12-core TRUS-guided biopsy,Percentage of Cores Positive for Cancer,na,,
NCT02744534_Prot_SAP_000,,no_skill,primary_outcome_time_frame,,Two weeks,na,,
NCT02744534_Prot_SAP_000,,no_skill,overall_status,,COMPLETED,na,,
NCT02186821_Prot_001,,with_skill,nct_id,,NCT02186821,missing,,
NCT02186821_Prot_001,,with_skill,brief_title,,Ceritinib (LDK378) for Patients Whose Tumors Have Aberrations in ALK or ROS1 (SIGNATURE),missing,,
NCT02186821_Prot_001,,with_skill,official_title,,Modular Phase II Study to Link Targeted Therapy to Patients With Pathway Activated Tumors: Module - 7 Ceritinib (LDK378) for Patients Whose Tumors Have Aberrations in ALK or ROS1,na,,
NCT02186821_Prot_001,,with_skill,sponsor,,Novartis Pharmaceuticals,missing,,
NCT02186821_Prot_001,,with_skill,study_type,,INTERVENTIONAL,missing,,
NCT02186821_Prot_001,,with_skill,phase,,PHASE2,missing,,
NCT02186821_Prot_001,,with_skill,allocation,,NA,missing,,
NCT02186821_Prot_001,,with_skill,masking,,NONE,missing,,
NCT02186821_Prot_001,,with_skill,intervention_model,,SINGLE_GROUP,missing,,
NCT02186821_Prot_001,,with_skill,enrollment_count,,47,missing,,
NCT02186821_Prot_001,,with_skill,start_date,,2014-09-17,na,,
NCT02186821_Prot_001,,with_skill,primary_completion_date,,2017-12-13,na,,
NCT02186821_Prot_001,,with_skill,completion_date,,2017-12-13,na,,
NCT02186821_Prot_001,,with_skill,minimum_age,,18 Years,missing,,
NCT02186821_Prot_001,,with_skill,maximum_age,,,na,,
NCT02186821_Prot_001,,with_skill,sex,,ALL,missing,,
NCT02186821_Prot_001,,with_skill,healthy_volunteers,,False,missing,,
NCT02186821_Prot_001,,with_skill,primary_outcome_measure,,Percentage of Participants Overall Response Rate (ORR) and Clinical Benefit Rate (CBR) Utilizing RECIST 1.1 at Approximately 16 Weeks,na,,
NCT02186821_Prot_001,,with_skill,primary_outcome_time_frame,,Baseline up to approximately 16 weeks,na,,
NCT02186821_Prot_001,,with_skill,overall_status,,TERMINATED,na,,
NCT02186821_Prot_001,,no_skill,nct_id,NCT02186821,NCT02186821,correct,,
NCT02186821_Prot_001,,no_skill,brief_title,Ceritinib (LDK378) for patients whose tumors have aberrations in ALK or ROS1,Ceritinib (LDK378) for Patients Whose Tumors Have Aberrations in ALK or ROS1 (SIGNATURE),wrong,,
NCT02186821_Prot_001,,no_skill,official_title,Modular phase II study to link targeted therapy to patients with pathway activated tumors: Module 7 – Ceritinib (LDK378) for patients whose tumors have aberrations in ALK or ROS1,Modular Phase II Study to Link Targeted Therapy to Patients With Pathway Activated Tumors: Module - 7 Ceritinib (LDK378) for Patients Whose Tumors Have Aberrations in ALK or ROS1,na,,
